"sample_id","cell_type","genotype","contrast","n_cell_type","n_genotype","n_wt","odds.ratio","SE","df","asymp.LCL","asymp.UCL","null","z.ratio","p.value"
"PP1","Endothelial_cell","MEIS1","MEIS1 / WT",485,146,256,1.6724252122953,0.635942394385015,Inf,0.523585705745128,5.34202148765786,1,1.35245918861829,0.892948572937035
"PP1","Endothelial_cell","MEN1","MEN1 / WT",485,125,256,1.81935897944098,0.711524640219095,Inf,0.551048481078719,6.00685277199715,1,1.5303161637218,0.811517987653521
"PP1","Endothelial_cell","NCOA5","NCOA5 / WT",485,266,256,1.01343935594134,0.366426111199193,Inf,0.335909229455242,3.0575501894855,1,0.0369222110750285,0.999999999998357
"PP1","Endothelial_cell","NEUROG3","NEUROG3 / WT",485,236,256,1.17111319186156,0.422899397535006,Inf,0.388714289636335,3.52831409783084,1,0.437415810345507,0.999906948187508
"PP1","Endothelial_cell","NKX6-1","(NKX6-1) / WT",485,201,256,1.93275089784539,0.668498619571042,Inf,0.672059497729344,5.55832637696991,1,1.90512769375198,0.573249304045916
"PP1","Endothelial_cell","NOTCH1","NOTCH1 / WT",485,193,256,2.08420641780078,0.705454537581188,Inf,0.741296242842878,5.85989263259046,1,2.16968840799639,0.392203168266398
"PP1","Endothelial_cell","NOTCH2","NOTCH2 / WT",485,150,256,0.839629776412131,0.381122272943508,Inf,0.20990384714835,3.35857665790966,1,-0.385079665695873,0.999961918971653
"PP1","Endothelial_cell","ONECUT1","ONECUT1 / WT",485,211,256,1.29377651626204,0.4705284287218,Inf,0.42606185681961,3.92867290802762,1,0.708208347575167,0.997548349801126
"PP1","Endothelial_cell","PAX6","PAX6 / WT",485,251,256,1.80949207970557,0.591056110858467,Inf,0.667274608686561,4.90691769759098,1,1.81558460943141,0.635249316019262
"PP1","Endothelial_cell","PBX2","PBX2 / WT",485,181,256,2.19004717332979,0.796177266670267,Inf,0.721532642654514,6.6473868788032,1,2.15633955645099,0.400883367860159
"PP1","Endothelial_cell","PDX1","PDX1 / WT",485,383,256,1.48473318053388,0.574469744892225,Inf,0.455457169359546,4.84004373117691,1,1.02149615739248,0.976193787482621
"PP1","Endothelial_cell","RFX3","RFX3 / WT",485,142,256,1.57091530829986,0.611128928888957,Inf,0.478799790204741,5.15408518620194,1,1.16099424716094,0.951158431149927
"PP1","Endothelial_cell","RFX7","RFX7 / WT",485,68,256,2.62323244576859,1.14515595705567,Inf,0.691532925532307,9.9508616444201,1,2.20918779202319,0.366980669046143
"PP1","Endothelial_cell","RREB1","RREB1 / WT",485,82,256,1.53744638214751,0.714967269121409,Inf,0.371522508400509,6.36231002034015,1,0.924924598766393,0.986785884161015
"PP1","Endothelial_cell","SIM1","SIM1 / WT",485,248,256,1.77886542584108,0.58909848547266,Inf,0.646980803408714,4.89096768649216,1,1.73923951701151,0.686462232036186
"PP1","Endothelial_cell","SIX2","SIX2 / WT",485,236,256,1.22750977813626,0.437932979035707,Inf,0.412874229366853,3.64948971925614,1,0.574572434211874,0.999391327897705
"PP1","Endothelial_cell","SIX3","SIX3 / WT",485,212,256,1.22756122646957,0.473127285170701,Inf,0.378292996683087,3.9834376473902,1,0.53196300732154,0.999639875634569
"PP1","Liver","CARM1","CARM1 / WT",242,353,256,0.214701043218612,0.112181997410518,Inf,0.0435306538799623,1.05894430362277,1,-2.94449585288443,0.068609856773054
"PP1","Liver","CBX4","CBX4 / WT",242,245,256,0.429017827838795,0.207458158811333,Inf,0.0979677034300995,1.87874462868105,1,-1.75003604584626,0.679350660477105
"PP1","Liver","DPY30","DPY30 / WT",242,168,256,0.69876483133089,0.339533626250549,Inf,0.158429041305496,3.08196202843493,1,-0.737676524386519,0.996804057533206
"PP1","Liver","EOMES","EOMES / WT",242,7,256,0.151518910712124,0.30429498052126,Inf,0.000328622786710332,69.8611941466648,1,-0.939624366875527,0.985467916847699
"PP1","Liver","FEV","FEV / WT",242,249,256,0.460348260385282,0.220373929269218,Inf,0.106692129606924,1.98628072773986,1,-1.62054234992926,0.760831652776642
"PP1","Liver","GCM1","GCM1 / WT",242,208,256,0.125556724125552,0.0892764918632521,Inf,0.0143127317020128,1.1014313201248,1,-2.91823637432884,0.073834950934046
"PP1","Liver","HES1","HES1 / WT",242,45,256,0.32054208929318,0.297796739930713,Inf,0.0187768079270198,5.4720286540602,1,-1.22464100056535,0.935109593934796
"PP1","Liver","HNF1A","HNF1A / WT",242,216,256,0.432951959632328,0.214826672033937,Inf,0.0951264881447982,1.97050687989393,1,-1.68711093093982,0.720051875423537
"PP1","Liver","HNF4A","HNF4A / WT",242,131,256,0.0792879950572735,0.0766564737147039,Inf,0.00413854049746187,1.51903458817371,1,-2.62168056504637,0.158176733084705
"PP1","Liver","INSM1","INSM1 / WT",242,107,256,0.304845269150094,0.351257489570121,Inf,0.00903145634115258,10.2896625541716,1,-1.0309850648874,0.974885126117147
"PP1","Liver","ISL1","ISL1 / WT",242,327,256,0.425520096981338,0.193616418108729,Inf,0.106023310168253,1.70780701571818,1,-1.87785062134197,0.592272492509039
"PP1","Liver","JMJD6","JMJD6 / WT",242,37,256,1.58701491730169,1.02863300090136,Inf,0.219219266669636,11.4890282501202,1,0.712567574584969,0.997448139883487
"PP1","Liver","MAFB","MAFB / WT",242,234,256,0.810313568927301,0.358893512642816,Inf,0.209502532746885,3.13412955623307,1,-0.47489429403213,0.999835187632895
"PP1","Liver","MEIS1","MEIS1 / WT",242,146,256,0.95274270854404,0.453042065066298,Inf,0.222978503533407,4.07087972293184,1,-0.101806547024513,0.999999997310655
"PP1","Liver","MEN1","MEN1 / WT",242,125,256,0.49015024171165,0.279297952256659,Inf,0.0860059964323812,2.79337801334439,1,-1.25134592789429,0.927421301958258
"PP1","Liver","NCOA5","NCOA5 / WT",242,266,256,0.184349641376268,0.107960851675398,Inf,0.0308227895516645,1.10258645534319,1,-2.88734938153746,0.0803952192495833
"PP1","Liver","NEUROG3","NEUROG3 / WT",242,236,256,0.493057648314925,0.234495651234079,Inf,0.115365857140031,2.10725989983988,1,-1.48683119606337,0.833804704028625
"PP1","Liver","NKX6-1","(NKX6-1) / WT",242,201,256,0.461265144311627,0.255237667170565,Inf,0.0851151570454602,2.49973730581485,1,-1.39837816892892,0.874437606764014
"PP1","Liver","NOTCH1","NOTCH1 / WT",242,193,256,0.0964426758077642,0.0761982967926824,Inf,0.00863593539691052,1.07703326732724,1,-2.96018106235533,0.065637567444141
"PP1","Liver","NOTCH2","NOTCH2 / WT",242,150,256,0.512151419896323,0.269506895542853,Inf,0.102665126145511,2.55489947511537,1,-1.2715756936899,0.921209120127866
"PP1","Liver","ONECUT1","ONECUT1 / WT",242,211,256,0.540029603623036,0.260678576162752,Inf,0.123639576356642,2.35872672313299,1,-1.27639623130686,0.919678879501689
"PP1","Liver","PAX6","PAX6 / WT",242,251,256,0.283005058790046,0.147474302654284,Inf,0.0576255111661049,1.38986816220846,1,-2.42235150400519,0.245528261447836
"PP1","Liver","PBX2","PBX2 / WT",242,181,256,0.363427044543232,0.241178245813743,Inf,0.0478851328130872,2.75825102586601,1,-1.52523038379377,0.814199913473133
"PP1","Liver","PDX1","PDX1 / WT",242,383,256,0.516609588747627,0.365177146197628,Inf,0.0596457320137277,4.47451071812762,1,-0.934352057147716,0.985951752494921
"PP1","Liver","RFX3","RFX3 / WT",242,142,256,0.87363994850855,0.431946320937317,Inf,0.192992645091045,3.95479713369365,1,-0.27322226676159,0.999996671337836
"PP1","Liver","RFX7","RFX7 / WT",242,68,256,0.167202447683452,0.160888123907172,Inf,0.0088501530996873,3.15888981766037,1,-1.85874457587765,0.605539903708957
"PP1","Liver","RREB1","RREB1 / WT",242,82,256,0.0900984310925058,0.107862371528361,Inf,0.00232714645403763,3.48827520985912,1,-2.0104660552518,0.499651276717235
"PP1","Liver","SIM1","SIM1 / WT",242,248,256,0.277081863905565,0.149264685993348,Inf,0.0534666289289177,1.43593042694821,1,-2.38246961418929,0.266153392257991
"PP1","Liver","SIX2","SIX2 / WT",242,236,256,0.53054476042187,0.250439384511984,Inf,0.125491425880336,2.24300378162494,1,-1.34278520652786,0.896620021984325
"PP1","Liver","SIX3","SIX3 / WT",242,212,256,0.957764402470393,0.550453799219933,Inf,0.165557968777516,5.54073390373733,1,-0.0750850401678306,0.999999999704235
"PP1","PP1","CARM1","CARM1 / WT",5057,353,256,0.897153213200014,0.229029305652303,Inf,0.411397683755023,1.95646188527011,1,-0.425128149449157,0.999923743468823
"PP1","PP1","CBX4","CBX4 / WT",5057,245,256,1.19217546450288,0.337412955342759,Inf,0.502277455365139,2.82967575586175,1,0.621079639066326,0.998971670085126
"PP1","PP1","DPY30","DPY30 / WT",5057,168,256,0.968634272674026,0.292194771806155,Inf,0.385521083983293,2.43372514028156,1,-0.105643908420263,0.999999996483751
"PP1","PP1","EOMES","EOMES / WT",5057,7,256,0.0399703923934793,0.0362931090577152,Inf,0.00249679993170541,0.639871960825256,1,-3.54583362443279,0.00999606799657171
"PP1","PP1","FEV","FEV / WT",5057,249,256,1.1018428958813,0.308070065087591,Inf,0.469104417520981,2.58803311556916,1,0.346873310358818,0.999981794352274
"PP1","PP1","GCM1","GCM1 / WT",5057,208,256,1.06737812502518,0.308612847211917,Inf,0.441386661360935,2.58117465142573,1,0.225521075635268,0.999999158872239
"PP1","PP1","HES1","HES1 / WT",5057,45,256,0.793959139053926,0.35359049792269,Inf,0.203747633964691,3.09388188820142,1,-0.518070646082796,0.999699621068426
"PP1","PP1","HNF1A","HNF1A / WT",5057,216,256,1.12220434417937,0.324351640897467,Inf,0.464201621295046,2.71292156753283,1,0.398901804927477,0.999951199002522
"PP1","PP1","HNF4A","HNF4A / WT",5057,131,256,1.17414669781355,0.394753861999606,Inf,0.420519584490468,3.27837398977958,1,0.477511403527523,0.999828793080299
"PP1","PP1","INSM1","INSM1 / WT",5057,107,256,1.59135119576078,0.911782469064342,Inf,0.276567152069386,9.1565415824,1,0.810846310449232,0.994147603615641
"PP1","PP1","ISL1","ISL1 / WT",5057,327,256,0.884335763908273,0.227668694977844,Inf,0.402851930264134,1.94128334650021,1,-0.477453409588936,0.999828937009742
"PP1","PP1","JMJD6","JMJD6 / WT",5057,37,256,0.928675706967385,0.459686180215332,Inf,0.20479380429477,4.21125322458497,1,-0.149488916870696,0.999999956619209
"PP1","PP1","MAFB","MAFB / WT",5057,234,256,0.902561509519677,0.247731904514183,Inf,0.390315800844655,2.08707225457842,1,-0.373505362529214,0.999969288712422
"PP1","PP1","MEIS1","MEIS1 / WT",5057,146,256,0.678245754831377,0.20033339342495,Inf,0.2751780088214,1.6717080914898,1,-1.31443847852982,0.906920695329889
"PP1","PP1","MEN1","MEN1 / WT",5057,125,256,0.884176470539261,0.285355672827913,Inf,0.329964768011551,2.3692469828412,1,-0.381421867385268,0.999964394771067
"PP1","PP1","NCOA5","NCOA5 / WT",5057,266,256,1.67774952656644,0.49726678954723,Inf,0.678581238302006,4.14813041536105,1,1.74585774499215,0.682108635786655
"PP1","PP1","NEUROG3","NEUROG3 / WT",5057,236,256,1.34253178550999,0.391533018026143,Inf,0.550936353142696,3.27150601847796,1,1.01001043836502,0.977708883966744
"PP1","PP1","NKX6-1","(NKX6-1) / WT",5057,201,256,0.784867450246467,0.228527076756265,Inf,0.322550968898318,1.90982813215664,1,-0.831965429553759,0.993119816117666
"PP1","PP1","NOTCH1","NOTCH1 / WT",5057,193,256,1.11668883665097,0.331935640777133,Inf,0.450469348809223,2.76821044805207,1,0.371296717346867,0.99997054731037
"PP1","PP1","NOTCH2","NOTCH2 / WT",5057,150,256,1.26993778741559,0.415286082180152,Inf,0.467776454062359,3.44767670518748,1,0.73075982003698,0.996993324951019
"PP1","PP1","ONECUT1","ONECUT1 / WT",5057,211,256,1.09290924805039,0.317023205365326,Inf,0.450647319981283,2.65052197475328,1,0.306278930366623,0.999992479308964
"PP1","PP1","PAX6","PAX6 / WT",5057,251,256,0.781211029930495,0.207074715840487,Inf,0.347684867287942,1.75529834831621,1,-0.93149365939846,0.986208827173354
"PP1","PP1","PBX2","PBX2 / WT",5057,181,256,0.831360378697279,0.271504416237793,Inf,0.306634823584863,2.25401691558493,1,-0.565536052375416,0.99945338777728
"PP1","PP1","PDX1","PDX1 / WT",5057,383,256,1.08935119219437,0.381836521937037,Inf,0.373463320362727,3.17751692129423,1,0.244159885485944,0.999998512477926
"PP1","PP1","RFX3","RFX3 / WT",5057,142,256,0.637647875523329,0.188744117379836,Inf,0.258208840750401,1.5746742519651,1,-1.52016297918027,0.816852566318301
"PP1","PP1","RFX7","RFX7 / WT",5057,68,256,0.871922476387961,0.344431050430504,Inf,0.260929986732621,2.91361224652785,1,-0.346952249376196,0.999981764987975
"PP1","PP1","RREB1","RREB1 / WT",5057,82,256,1.23272669661994,0.49125301396059,Inf,0.364998649986879,4.16334446336758,1,0.525028045721358,0.999670833550954
"PP1","PP1","SIM1","SIM1 / WT",5057,248,256,1.09744480970716,0.309839135980581,Inf,0.463348981086461,2.59930454045489,1,0.329349749667379,0.999987394788929
"PP1","PP1","SIX2","SIX2 / WT",5057,236,256,1.08838439569801,0.306490506325247,Inf,0.460544223468928,2.57213212637079,1,0.300759898145656,0.99999339314582
"PP1","PP1","SIX3","SIX3 / WT",5057,212,256,0.917539180285327,0.287652530943107,Inf,0.352207065544314,2.39029318181792,1,-0.274509730642905,0.999996557552601
"PP2","Liver","CARM1","CARM1 / WT",1139,572,660,0.55708992562901,0.122559166374368,Inf,0.284526500144555,1.09075669605348,1,-2.65923432811766,0.144634598099745
"PP2","Liver","CBX4","CBX4 / WT",1139,592,660,0.827688620653355,0.162794070257057,Inf,0.453928357846036,1.50919950454255,1,-0.961527832739478,0.983319440703473
"PP2","Liver","DPY30","DPY30 / WT",1139,370,660,0.824882355852202,0.187094331799076,Inf,0.412620550611288,1.64904753286824,1,-0.848779405763896,0.992203425334444
"PP2","Liver","EOMES","EOMES / WT",1139,20,660,0.140083291334239,0.204818967718467,Inf,0.00161084202203693,12.1820316595784,1,-1.34429075107834,0.896053866108238
"PP2","Liver","FEV","FEV / WT",1139,597,660,1.03401267412906,0.193778019325305,Inf,0.583386905378312,1.83271547647471,1,0.178475642165115,0.999999843986511
"PP2","Liver","GCM1","GCM1 / WT",1139,506,660,1.17990441253172,0.22444076836017,Inf,0.659998821222743,2.10935895329723,1,0.869697756459173,0.990931831772087
"PP2","Liver","HES1","HES1 / WT",1139,385,660,0.0541868736936111,0.0348419426872123,Inf,0.00760388861219679,0.386146803357641,1,-4.53395761707922,0.00016737865049643
"PP2","Liver","HNF1A","HNF1A / WT",1139,470,660,0.949253564979908,0.19330137106375,Inf,0.509664350444676,1.76799167891747,1,-0.255748233875891,0.99999792591596
"PP2","Liver","HNF4A","HNF4A / WT",1139,274,660,0.805352117858924,0.204630221382588,Inf,0.370653567974712,1.74986048909181,1,-0.851971664616235,0.99201905054822
"PP2","Liver","INSM1","INSM1 / WT",1139,117,660,0.397003974329815,0.194096108778978,Inf,0.08919156291227,1.76711956251622,1,-1.88955791974381,0.584117481327082
"PP2","Liver","ISL1","ISL1 / WT",1139,467,660,1.24736028534888,0.240187956661346,Inf,0.692767906739127,2.24592921573019,1,1.14786553923735,0.954085102574095
"PP2","Liver","JMJD6","JMJD6 / WT",1139,97,660,0.683009880530121,0.27902757771678,Inf,0.196139416887096,2.37842298251709,1,-0.93322228233557,0.98605379784565
"PP2","Liver","MAFB","MAFB / WT",1139,498,660,0.979068725936449,0.194671742686927,Inf,0.53343791601866,1.7969768202103,1,-0.106387655783518,0.999999996300406
"PP2","Liver","MEIS1","MEIS1 / WT",1139,414,660,0.836159286145406,0.182453983787003,Inf,0.429403978106978,1.62821582345242,1,-0.820037582418274,0.993716494115471
"PP2","Liver","MEN1","MEN1 / WT",1139,201,660,1.41180854704411,0.341950678081278,Inf,0.673776824566803,2.95825457455934,1,1.42386788202321,0.863393054185998
"PP2","Liver","NCOA5","NCOA5 / WT",1139,531,660,0.907635451559839,0.180294688356388,Inf,0.494807213227581,1.66489511653367,1,-0.487874549713462,0.999801381388664
"PP2","Liver","NEUROG3","NEUROG3 / WT",1139,539,660,1.28800653745579,0.237370935825137,Inf,0.733626113151132,2.26131650821854,1,1.37333123519359,0.884756352658167
"PP2","Liver","NKX6-1","(NKX6-1) / WT",1139,394,660,0.90635137611898,0.197780359641239,Inf,0.465434775913958,1.76495796941617,1,-0.450600422773523,0.999885550973006
"PP2","Liver","NOTCH1","NOTCH1 / WT",1139,233,660,0.955900349282183,0.244488121829855,Inf,0.437690746473089,2.08765089305807,1,-0.176338396365754,0.999999856974502
"PP2","Liver","NOTCH2","NOTCH2 / WT",1139,262,660,0.927077976675128,0.229466569410478,Inf,0.435326969138,1.97431731954928,1,-0.305910003919909,0.999992543590675
"PP2","Liver","ONECUT1","ONECUT1 / WT",1139,262,660,0.967141743916968,0.23646968090259,Inf,0.458336962296525,2.04077617510938,1,-0.136645051974719,0.999999977344992
"PP2","Liver","PAX6","PAX6 / WT",1139,532,660,1.07965939189242,0.206340602177817,Inf,0.602273036468015,1.93544178789317,1,0.40104155753759,0.999949330298181
"PP2","Liver","PBX2","PBX2 / WT",1139,408,660,0.900269381216877,0.203095020909721,Inf,0.452011163993033,1.79306402876614,1,-0.465710209363392,0.999856061214981
"PP2","Liver","PDX1","PDX1 / WT",1139,556,660,1.64250461847609,0.328989735036446,Inf,0.890913326023683,3.02815250699659,1,2.47742499292924,0.218758699318831
"PP2","Liver","RFX3","RFX3 / WT",1139,165,660,1.07472891241671,0.302388636410933,Inf,0.455097537800507,2.53801029284126,1,0.256140751465746,0.999997903002794
"PP2","Liver","RFX7","RFX7 / WT",1139,180,660,0.465910012808008,0.168811315652902,Inf,0.154070441187375,1.40891489867783,1,-2.10794353531061,0.432939293038623
"PP2","Liver","RREB1","RREB1 / WT",1139,101,660,0.370426688823267,0.18921362258278,Inf,0.0778372522689664,1.76285683002299,1,-1.94420802100827,0.545907682198752
"PP2","Liver","SIM1","SIM1 / WT",1139,441,660,1.30017819659995,0.252141876185202,Inf,0.71908349705201,2.35085821026934,1,1.35359707083883,0.892511498452325
"PP2","Liver","SIX2","SIX2 / WT",1139,491,660,0.927465089881439,0.18731882467463,Inf,0.500506873362266,1.71864071949753,1,-0.372830848874214,0.999969677841658
"PP2","Liver","SIX3","SIX3 / WT",1139,411,660,0.734946601306274,0.170253625930085,Inf,0.362237597356549,1.49113871865702,1,-1.3293829602916,0.901575064510318
"PP2","Mesenchyme","CARM1","CARM1 / WT",696,572,660,0.514655561810163,0.267077028522732,Inf,0.105487174153746,2.51092466384671,1,-1.28001938065221,0.9185160155159
"PP2","Mesenchyme","CBX4","CBX4 / WT",696,592,660,0.887715538340203,0.435774098051148,Inf,0.198226187119864,3.97545293313906,1,-0.242626643398216,0.999998578200565
"PP2","Mesenchyme","DPY30","DPY30 / WT",696,370,660,2.33548465829037,1.13908587492303,Inf,0.526575599114263,10.3584150087557,1,1.73911687780323,0.686542731005082
"PP2","Mesenchyme","EOMES","EOMES / WT",696,20,660,492.703391968234,506.927698365954,Inf,21.2770274485999,11409.3302292082,1,6.02593899098285,5.03275010554916e-08
"PP2","Mesenchyme","FEV","FEV / WT",696,597,660,0.754305161539104,0.38099656999806,Inf,0.161286017990706,3.52774706582017,1,-0.558227014726963,0.99949964470308
"PP2","Mesenchyme","GCM1","GCM1 / WT",696,506,660,0.921777268369859,0.461133974026134,Inf,0.200023920818364,4.24785860114682,1,-0.162816647673216,0.999999919593652
"PP2","Mesenchyme","HES1","HES1 / WT",696,385,660,0.4260084130565,0.238962530564195,Inf,0.0768078500727441,2.36282056877047,1,-1.52120649347394,0.816307918793737
"PP2","Mesenchyme","HNF1A","HNF1A / WT",696,470,660,0.763433968739705,0.398835691328274,Inf,0.15482410984646,3.76447457184578,1,-0.51668569211291,0.999705091997575
"PP2","Mesenchyme","HNF4A","HNF4A / WT",696,274,660,1.39902122553654,0.768299403397362,Inf,0.261466525538464,7.48570160356467,1,0.611419671183628,0.999074272518451
"PP2","Mesenchyme","INSM1","INSM1 / WT",696,117,660,2.51867975054507,4.59049391274629,Inf,0.00963243954286485,658.581624891156,1,0.506828310896591,0.999741671583972
"PP2","Mesenchyme","ISL1","ISL1 / WT",696,467,660,2.09730751564412,1.00623941059619,Inf,0.484501162368375,9.07881994271234,1,1.54374793446486,0.804341262604404
"PP2","Mesenchyme","JMJD6","JMJD6 / WT",696,97,660,6.13908881982122,3.68574928397322,Inf,0.981247631100438,38.4086649925336,1,3.02257650036051,0.0548546269227463
"PP2","Mesenchyme","MAFB","MAFB / WT",696,498,660,1.80812044786155,0.886373386185726,Inf,0.404586003149729,8.0806046885541,1,1.20821297434065,0.939554461747142
"PP2","Mesenchyme","MEIS1","MEIS1 / WT",696,414,660,0.964389060333738,0.505333234819964,Inf,0.194642287382166,4.77823330274225,1,-0.0692002904086571,0.999999999836388
"PP2","Mesenchyme","MEN1","MEN1 / WT",696,201,660,0.331659121986624,0.236696063493577,Inf,0.03750500889839,2.9328822050129,1,-1.54643377450027,0.802890061316791
"PP2","Mesenchyme","NCOA5","NCOA5 / WT",696,531,660,0.756576415798279,0.380320970983403,Inf,0.162966394966761,3.51242888485642,1,-0.554921560064633,0.999519465513869
"PP2","Mesenchyme","NEUROG3","NEUROG3 / WT",696,539,660,0.58055307030397,0.30277856802047,Inf,0.118055891581531,2.85493475102513,1,-1.04264216033829,0.973205028449919
"PP2","Mesenchyme","NKX6-1","(NKX6-1) / WT",696,394,660,0.663153574624911,0.415211863223904,Inf,0.0979813654100212,4.48832960938528,1,-0.656025223100387,0.998518862512997
"PP2","Mesenchyme","NOTCH1","NOTCH1 / WT",696,233,660,0.972590974532081,0.55515644579272,Inf,0.170148955399118,5.55944173458126,1,-0.0486888311477085,0.999999999987276
"PP2","Mesenchyme","NOTCH2","NOTCH2 / WT",696,262,660,0.729192180163733,0.420656945274565,Inf,0.125221154074351,4.24625726813078,1,-0.547457945105061,0.999561822624703
"PP2","Mesenchyme","ONECUT1","ONECUT1 / WT",696,262,660,3.33209640197817,1.67701367196533,Inf,0.716409915362679,15.4979240152687,1,2.39146335810554,0.261412604191143
"PP2","Mesenchyme","PAX6","PAX6 / WT",696,532,660,0.806166334882656,0.405358589779176,Inf,0.173576084271002,3.74420336895863,1,-0.428511408007386,0.999919398074812
"PP2","Mesenchyme","PBX2","PBX2 / WT",696,408,660,2.10386494654085,1.28793037382456,Inf,0.32437091621179,13.6456368067022,1,1.21497598386608,0.937750597594811
"PP2","Mesenchyme","PDX1","PDX1 / WT",696,556,660,2.20944339636389,1.50808675806824,Inf,0.274752780233364,17.7673911710365,1,1.16141563732618,0.951062377899418
"PP2","Mesenchyme","RFX3","RFX3 / WT",696,165,660,2.21393318512609,1.27635799958007,Inf,0.380618563410891,12.8777222641955,1,1.37858588993515,0.882635618123973
"PP2","Mesenchyme","RFX7","RFX7 / WT",696,180,660,2.74578935493805,1.54895084194367,Inf,0.490264480673072,15.378146855225,1,1.79052525087756,0.652279000273631
"PP2","Mesenchyme","RREB1","RREB1 / WT",696,101,660,4.53355751762413,2.92296364393253,Inf,0.632802541547861,32.4795531246326,1,2.34436844064822,0.286805178211359
"PP2","Mesenchyme","SIM1","SIM1 / WT",696,441,660,0.462809458105058,0.267242361145144,Inf,0.0793419472335884,2.69961353331673,1,-1.33424523957863,0.899795019930049
"PP2","Mesenchyme","SIX2","SIX2 / WT",696,491,660,0.557003297532766,0.288311811164762,Inf,0.114632027040825,2.70650952854459,1,-1.13054502546232,0.957753610159268
"PP2","Mesenchyme","SIX3","SIX3 / WT",696,411,660,4.10814566220578,2.63306395588222,Inf,0.580120276558465,29.0920029239821,1,2.2045396014958,0.369911096712443
"PP2","Neurog3+","CARM1","CARM1 / WT",885,572,660,0.663119182314706,0.149765703846133,Inf,0.332680794778845,1.32176866490307,1,-1.81890588453828,0.632978784604754
"PP2","Neurog3+","CBX4","CBX4 / WT",885,592,660,0.212745616394559,0.0587436704723267,Inf,0.0915414566845034,0.494428414560752,1,-5.60498649911386,6.21523208010899e-07
"PP2","Neurog3+","DPY30","DPY30 / WT",885,370,660,0.189479450351577,0.0630575577495712,Inf,0.0685725959735056,0.523568658818273,1,-4.99851696468036,1.70461609388939e-05
"PP2","Neurog3+","EOMES","EOMES / WT",885,20,660,0.295839991884445,0.288497923968525,Inf,0.0150519433581186,5.81461800086978,1,-1.24893216141979,0.928140052049915
"PP2","Neurog3+","FEV","FEV / WT",885,597,660,0.249437049209905,0.0664679529089958,Inf,0.110539494593434,0.56286526139265,1,-5.21086442567157,5.57563124259364e-06
"PP2","Neurog3+","GCM1","GCM1 / WT",885,506,660,0.185792976107518,0.0555578525053344,Inf,0.0745418192745717,0.46308274075978,1,-5.62858856394754,5.42331906383531e-07
"PP2","Neurog3+","HES1","HES1 / WT",885,385,660,69.4655475176606,18.3893112930344,Inf,30.9486798542018,155.918194723037,1,16.0197212626807,0
"PP2","Neurog3+","HNF1A","HNF1A / WT",885,470,660,0.185032871809761,0.0572933939355117,Inf,0.0718702692066796,0.47637450127967,1,-5.44899630954718,1.50878179772107e-06
"PP2","Neurog3+","HNF4A","HNF4A / WT",885,274,660,0.0768526712655903,0.0399073538003141,Inf,0.0157364728506394,0.37532763133874,1,-4.94128436067241,2.285825067605e-05
