"sample_id","cell_type","genotype","contrast","n_cell_type","n_genotype","n_wt","odds.ratio","SE","df","asymp.LCL","asymp.UCL","null","z.ratio","p.value"
"PP2","Neurog3+","INSM1","INSM1 / WT",885,117,660,0.0288022621516919,0.0361779624037013,Inf,0.000621418020513794,1.33496338643171,1,-2.82410330951746,0.0953107335308873
"PP2","Neurog3+","ISL1","ISL1 / WT",885,467,660,0.652507163913347,0.152855052041987,Inf,0.319057984604551,1.33444583587508,1,-1.82249092932517,0.630524673000036
"PP2","Neurog3+","JMJD6","JMJD6 / WT",885,97,660,0.151585618854936,0.0916958774967983,Inf,0.0238953996672371,0.961616050102696,1,-3.11881127760677,0.0411714472913047
"PP2","Neurog3+","MAFB","MAFB / WT",885,498,660,0.181807953575468,0.0553240738719435,Inf,0.0717786769017062,0.460500714279868,1,-5.60238912781415,6.30894442688046e-07
"PP2","Neurog3+","MEIS1","MEIS1 / WT",885,414,660,0.0550788638162667,0.0275933577633971,Inf,0.0119260143710354,0.254375111827697,1,-5.78664744429736,2.14628847916565e-07
"PP2","Neurog3+","MEN1","MEN1 / WT",885,201,660,0.0158592191841598,0.0180149222854466,Inf,0.000493864743389928,0.509278778243624,1,-3.64812411539385,0.00688986670797886
"PP2","Neurog3+","NCOA5","NCOA5 / WT",885,531,660,0.186104972501648,0.0554313469067458,Inf,0.0749368128015916,0.462190203919421,1,-5.64527439031751,4.92349607972287e-07
"PP2","Neurog3+","NEUROG3","NEUROG3 / WT",885,539,660,0.0249155842409753,0.0155600627360281,Inf,0.00369939371645632,0.167807588391482,1,-5.91224222115155,1.00959552051805e-07
"PP2","Neurog3+","NKX6-1","(NKX6-1) / WT",885,394,660,0.259540127969759,0.079483950824586,Inf,0.101859396743374,0.661314323275141,1,-4.40440023979288,0.000304079898645337
"PP2","Neurog3+","NOTCH1","NOTCH1 / WT",885,233,660,0.273681099852933,0.0949922466391403,Inf,0.0948133587699504,0.789987248510491,1,-3.73329103730159,0.00500693442998446
"PP2","Neurog3+","NOTCH2","NOTCH2 / WT",885,262,660,0.626157516118303,0.169765840724552,Inf,0.273571358070637,1.43316624136584,1,-1.72671791022239,0.694647345120831
"PP2","Neurog3+","ONECUT1","ONECUT1 / WT",885,262,660,0.0280057228349962,0.0222027145825023,Inf,0.00248714799494621,0.315349353196647,1,-4.50981613179782,0.000187325873788668
"PP2","Neurog3+","PAX6","PAX6 / WT",885,532,660,0.189655463937879,0.0557313040626388,Inf,0.0773037703499095,0.465296774512811,1,-5.65769949762481,4.58064570829642e-07
"PP2","Neurog3+","PBX2","PBX2 / WT",885,408,660,0.201214018390207,0.073451949105929,Inf,0.0659888501894539,0.613544274229601,1,-4.39231059322942,0.000321210480758061
"PP2","Neurog3+","PDX1","PDX1 / WT",885,556,660,0.0305232989013022,0.0190821001716382,Inf,0.00452297037451316,0.205986707555766,1,-5.58134991612696,7.12025494120638e-07
"PP2","Neurog3+","RFX3","RFX3 / WT",885,165,660,0.0385919722806602,0.0332954714145241,Inf,0.00276791247855913,0.538073488973373,1,-3.77245646955951,0.00431110801885892
"PP2","Neurog3+","RFX7","RFX7 / WT",885,180,660,0.240160867397381,0.097727214505254,Inf,0.0693051624634644,0.832221441793291,1,-3.50543686611066,0.0115389123935933
"PP2","Neurog3+","RREB1","RREB1 / WT",885,101,660,0.740520636950673,0.263196110655287,Inf,0.25010016540897,2.19260476238838,1,-0.845201376590605,0.992406069512983
"PP2","Neurog3+","SIM1","SIM1 / WT",885,441,660,0.118546190317296,0.0430659315902047,Inf,0.0390871721583815,0.359534815713989,1,-5.86993297815304,1.30389328334424e-07
"PP2","Neurog3+","SIX2","SIX2 / WT",885,491,660,0.130956667885284,0.044285676306075,Inf,0.0466213010229728,0.367850070403782,1,-6.01143223556282,5.50414352984419e-08
"PP2","Neurog3+","SIX3","SIX3 / WT",885,411,660,0.194852367257047,0.0688657995316571,Inf,0.0662107360592457,0.573433362705736,1,-4.62760326636679,0.0001075266739895
"PP2","PP1","CARM1","CARM1 / WT",805,572,660,1.45535137749875,0.348214164982388,Inf,0.700828085797546,3.02220712170398,1,1.56833589464602,0.790859251922641
"PP2","PP1","CBX4","CBX4 / WT",805,592,660,1.20381795243266,0.293277660989594,Inf,0.572036482996281,2.53336580039175,1,0.761414906550966,0.996079863799147
"PP2","PP1","DPY30","DPY30 / WT",805,370,660,1.1068787052175,0.310989074020852,Inf,0.469287742210898,2.61072335342048,1,0.361417766312898,0.99997565462929
"PP2","PP1","EOMES","EOMES / WT",805,20,660,0.204336692441698,0.320298607395853,Inf,0.00170308772494924,24.5163436189156,1,-1.01306667817059,0.977312998031184
"PP2","PP1","FEV","FEV / WT",805,597,660,0.799829660013669,0.213374376145337,Inf,0.354121448886908,1.80652001466843,1,-0.837247451448569,0.992841652045601
"PP2","PP1","GCM1","GCM1 / WT",805,506,660,0.903203997202357,0.243768662886152,Inf,0.396099492284105,2.05952665038306,1,-0.377211509650283,0.999967074023603
"PP2","PP1","HES1","HES1 / WT",805,385,660,0.0630706927880878,0.0509606882593367,Inf,0.005347120531718,0.743935406949069,1,-3.42020108177049,0.0155196780625174
"PP2","PP1","HNF1A","HNF1A / WT",805,470,660,1.31296086795959,0.333512977158184,Inf,0.604407172258933,2.85216046386472,1,1.07192013641931,0.968619533366572
"PP2","PP1","HNF4A","HNF4A / WT",805,274,660,1.47232888756247,0.422859308223851,Inf,0.612437949975608,3.53954609317934,1,1.34693426936467,0.895055118647597
"PP2","PP1","INSM1","INSM1 / WT",805,117,660,1.71711214544597,0.821568594470452,Inf,0.398270906611132,7.40318730566207,1,1.12996797094152,0.957872117291146
"PP2","PP1","ISL1","ISL1 / WT",805,467,660,1.55720211160771,0.382125318244899,Inf,0.735971702572045,3.29479843847412,1,1.8048276025753,0.642582267572649
"PP2","PP1","JMJD6","JMJD6 / WT",805,97,660,1.10061624232267,0.499902741800798,Inf,0.274909507071494,4.40638130622902,1,0.211073751020849,0.999999477473274
"PP2","PP1","MAFB","MAFB / WT",805,498,660,0.72664190472898,0.20831752098907,Inf,0.302737527020228,1.74411300411026,1,-1.11383993784693,0.961089104215795
"PP2","PP1","MEIS1","MEIS1 / WT",805,414,660,1.30874334273729,0.342467359275975,Inf,0.588533907856564,2.91029813965555,1,1.02824445694299,0.975268468382708
"PP2","PP1","MEN1","MEN1 / WT",805,201,660,1.43605807333267,0.454977970452922,Inf,0.545685042815416,3.77921809867441,1,1.14227983458212,0.95529188053823
"PP2","PP1","NCOA5","NCOA5 / WT",805,531,660,1.47887946721918,0.357527071413166,Inf,0.706761326971851,3.09451634533137,1,1.61851488091184,0.762031638868185
"PP2","PP1","NEUROG3","NEUROG3 / WT",805,539,660,1.30692735146991,0.321014827792576,Inf,0.61724566030438,2.76722739723739,1,1.08978395626986,0.965553758010621
"PP2","PP1","NKX6-1","(NKX6-1) / WT",805,394,660,1.08859104008697,0.306650380920501,Inf,0.460500274409917,2.57335449816206,1,0.301334108286753,0.999993302724277
"PP2","PP1","NOTCH1","NOTCH1 / WT",805,233,660,2.88049140501166,0.74937521639552,Inf,1.30137125775178,6.37575994161742,1,4.06665076567185,0.00132514361724911
"PP2","PP1","NOTCH2","NOTCH2 / WT",805,262,660,2.05985920992999,0.552203960952485,Inf,0.908370515771385,4.6710234326906,1,2.69561954412431,0.132360035435618
"PP2","PP1","ONECUT1","ONECUT1 / WT",805,262,660,1.24377069658072,0.377131790871395,Inf,0.492673726235905,3.13993919970507,1,0.719445193803618,0.997283283382288
"PP2","PP1","PAX6","PAX6 / WT",805,532,660,1.50703356062083,0.361100057394562,Inf,0.724951149300406,3.13283199154759,1,1.71171269057949,0.704362005823695
"PP2","PP1","PBX2","PBX2 / WT",805,408,660,1.22558767079478,0.354910906441735,Inf,0.506110104908773,2.96786237665599,1,0.702456880057091,0.997675640534596
"PP2","PP1","PDX1","PDX1 / WT",805,556,660,1.31171412136325,0.388776096270993,Inf,0.530537027832513,3.2431175317078,1,0.915472053906816,0.98758331070654
"PP2","PP1","RFX3","RFX3 / WT",805,165,660,1.41370719774537,0.481561370409054,Inf,0.499510126204284,4.00105610699814,1,1.01637576275584,0.976878444053299
"PP2","PP1","RFX7","RFX7 / WT",805,180,660,0.893112440025288,0.344232135024063,Inf,0.275219364992766,2.89823294428752,1,-0.293290238544261,0.999994477750105
"PP2","PP1","RREB1","RREB1 / WT",805,101,660,1.22964227915267,0.527756918341917,Inf,0.331513785445132,4.56095704330829,1,0.481653006147111,0.999818247372678
"PP2","PP1","SIM1","SIM1 / WT",805,441,660,1.55517445544836,0.387617994142542,Inf,0.726417446223623,3.32944589843258,1,1.77170814276568,0.664934789388067
"PP2","PP1","SIX2","SIX2 / WT",805,491,660,1.51706373894577,0.369713223936288,Inf,0.720709641379769,3.19335590352034,1,1.7101818437526,0.705347111203702
"PP2","PP1","SIX3","SIX3 / WT",805,411,660,0.709521255531972,0.229192144593661,Inf,0.264552968487796,1.90290970813616,1,-1.06235201677196,0.970176960901484
"PP2","PP2","CARM1","CARM1 / WT",8180,572,660,1.18900346536016,0.226584932026851,Inf,0.664382752631006,2.12788371618618,1,0.908423017705192,0.98815331589578
"PP2","PP2","CBX4","CBX4 / WT",8180,592,660,1.761112085084,0.337180159814865,Inf,0.981385565624158,3.16034378828097,1,2.95596697588871,0.0664254103097727
"PP2","PP2","DPY30","DPY30 / WT",8180,370,660,1.377525484676,0.280051809943537,Inf,0.74036405199395,2.56303160022597,1,1.57544396142786,0.786880779645167
"PP2","PP2","EOMES","EOMES / WT",8180,20,660,0.129783265345238,0.0753928051204081,Inf,0.0220143527666298,0.765123378471743,1,-3.51496505022862,0.0111567769971108
"PP2","PP2","FEV","FEV / WT",8180,597,660,1.51889571299371,0.289870832004569,Inf,0.848002310324525,2.72056356316738,1,2.19019430978117,0.379019677008091
"PP2","PP2","GCM1","GCM1 / WT",8180,506,660,1.66091370414421,0.323890015653425,Inf,0.915573279072819,3.01301315325372,1,2.60179139865029,0.165715538280874
"PP2","PP2","HES1","HES1 / WT",8180,385,660,0.0112048096716522,0.0040745149833316,Inf,0.0036904485067321,0.0340196481671338,1,-12.3512660014777,0
"PP2","PP2","HNF1A","HNF1A / WT",8180,470,660,1.60389014696844,0.318671016979434,Inf,0.874260105769385,2.94244651742238,1,2.37777840434889,0.268646729840295
"PP2","PP2","HNF4A","HNF4A / WT",8180,274,660,1.65144220342509,0.366938671509767,Inf,0.837820055260464,3.25518747627215,1,2.25771864004421,0.337033724651679
"PP2","PP2","INSM1","INSM1 / WT",8180,117,660,1.5318103824918,0.836004983967924,Inf,0.289277825382878,8.11138235294741,1,0.781384080360062,0.995373171013848
"PP2","PP2","ISL1","ISL1 / WT",8180,467,660,0.638594639814262,0.121672175369947,Inf,0.356868455509189,1.14272670420714,1,-2.35386904806438,0.281570554095689
"PP2","PP2","JMJD6","JMJD6 / WT",8180,97,660,0.838290931684187,0.230581825209919,Inf,0.36187427583964,1.94192218972578,1,-0.641274270915105,0.998726658263187
"PP2","PP2","MAFB","MAFB / WT",8180,498,660,1.51663898617071,0.296081964587452,Inf,0.835492725708643,2.75309855321836,1,2.13344680915277,0.415937852592129
"PP2","PP2","MEIS1","MEIS1 / WT",8180,414,660,1.90562622485599,0.39020441340598,Inf,1.01962832774489,3.56150492296591,1,3.14903702406394,0.0375291058266729
"PP2","PP2","MEN1","MEN1 / WT",8180,201,660,1.58768463448566,0.371466306572261,Inf,0.777023577211684,3.24410040120975,1,1.97581767229533,0.52379710760157
"PP2","PP2","NCOA5","NCOA5 / WT",8180,531,660,1.35590467364348,0.262533493651942,Inf,0.750605778262604,2.44932498156846,1,1.57248807238635,0.788539566114132
"PP2","PP2","NEUROG3","NEUROG3 / WT",8180,539,660,1.5808480159199,0.305884498876345,Inf,0.875473971187946,2.85454568803095,1,2.3667999129921,0.274536294853754
"PP2","PP2","NKX6-1","(NKX6-1) / WT",8180,394,660,1.78305522956854,0.385060915829588,Inf,0.921987531692043,3.4482960369942,1,2.67799530507954,0.138202972553573
"PP2","PP2","NOTCH1","NOTCH1 / WT",8180,233,660,1.02263809050394,0.223441740272607,Inf,0.524703013834551,1.99310588385395,1,0.102453641982618,0.999999997184299
"PP2","PP2","NOTCH2","NOTCH2 / WT",8180,262,660,0.812689361932852,0.17178821843533,Inf,0.426138494799397,1.54988109982821,1,-0.981190214389841,0.98119162650598
"PP2","PP2","ONECUT1","ONECUT1 / WT",8180,262,660,1.38746942130359,0.302282854020875,Inf,0.713262588643471,2.69896588676234,1,1.50313059333458,0.825623604911323
"PP2","PP2","PAX6","PAX6 / WT",8180,532,660,1.39922254174078,0.268205140662683,Inf,0.779190823290163,2.51263703677688,1,1.75247310562976,0.677738736312295
"PP2","PP2","PBX2","PBX2 / WT",8180,408,660,1.19627199790021,0.288692319509603,Inf,0.572451360743597,2.49989220237199,1,0.742603641516388,0.996663442110587
"PP2","PP2","PDX1","PDX1 / WT",8180,556,660,0.968894007374043,0.263925263831778,Inf,0.421669123523624,2.22628488820984,1,-0.116006724848355,0.999999993074483
"PP2","PP2","RFX3","RFX3 / WT",8180,165,660,1.43071297056789,0.352777200765857,Inf,0.673752898539031,3.03811621232324,1,1.45259561508781,0.850295711993143
"PP2","PP2","RFX7","RFX7 / WT",8180,180,660,1.61108352229772,0.401322457001138,Inf,0.752861360047024,3.44763359306568,1,1.91451266170355,0.566688944533132
"PP2","PP2","RREB1","RREB1 / WT",8180,101,660,0.929672273867682,0.254754011604,Inf,0.402593934094456,2.14680466744322,1,-0.266118005280014,0.999997243087408
"PP2","PP2","SIM1","SIM1 / WT",8180,441,660,1.39417608863875,0.278136274502259,Inf,0.758064526615763,2.5640653241083,1,1.66569343261473,0.733451954919036
"PP2","PP2","SIX2","SIX2 / WT",8180,491,660,1.49558163414754,0.292180582360483,Inf,0.823540183910342,2.71603555976928,1,2.06035018472469,0.465221598354652
"PP2","PP2","SIX3","SIX3 / WT",8180,411,660,1.611041806024,0.385761922745936,Inf,0.775365198771241,3.34739772286687,1,1.99157892352749,0.512796747132783
"S5","Early_Alpha","CARM1","CARM1 / WT",2707,1085,877,2.40355992101299,0.349675293421553,Inf,1.54130970893819,3.74817615200763,1,6.02788978455884,4.97243956010252e-08
"S5","Early_Alpha","CBX4","CBX4 / WT",2707,983,877,1.19497780389881,0.187555095471956,Inf,0.739912696113001,1.92991951525148,1,1.13491206918058,0.95684905758829
"S5","Early_Alpha","DPY30","DPY30 / WT",2707,769,877,0.945483806466348,0.162273209480671,Inf,0.559767126058056,1.59698486509081,1,-0.326624592789668,0.999988117039639
"S5","Early_Alpha","EOMES","EOMES / WT",2707,8,877,0.233561587514711,0.376744178890092,Inf,0.00169392480888448,32.2039177159913,1,-0.901595431548394,0.988685848313618
"S5","Early_Alpha","FEV","FEV / WT",2707,1190,877,1.31569973016347,0.198150010684976,Inf,0.830611559315037,2.08408582873532,1,1.82178513202522,0.63100808342329
"S5","Early_Alpha","GCM1","GCM1 / WT",2707,945,877,1.32883960885102,0.207294341371156,Inf,0.825204509827925,2.13985101271387,1,1.82251568834706,0.630507712883316
"S5","Early_Alpha","HES1","HES1 / WT",2707,314,877,5.56488719871293,0.95051210503562,Inf,3.30295996358256,9.37582346617655,1,10.0493189368037,9.15933995315754e-14
"S5","Early_Alpha","HNF1A","HNF1A / WT",2707,645,877,1.01147362561966,0.178945432497433,Inf,0.589246383734647,1.73624976506416,1,0.064484447555902,0.999999999901957
"S5","Early_Alpha","HNF4A","HNF4A / WT",2707,550,877,0.868758869281687,0.166175801979664,Inf,0.484383670494082,1.55814908497171,1,-0.735518647726958,0.996864111687315
"S5","Early_Alpha","INSM1","INSM1 / WT",2707,208,877,0.0562040230023761,0.0463890863464923,Inf,0.00451868541869942,0.699073272190924,1,-3.48785234010374,0.0122753263057372
"S5","Early_Alpha","ISL1","ISL1 / WT",2707,884,877,0.0229344292595141,0.0141513470830571,Inf,0.00348388407736527,0.150977481965314,1,-6.11815477173436,2.83479446583357e-08
"S5","Early_Alpha","JMJD6","JMJD6 / WT",2707,103,877,0.417644473513494,0.192491329292019,Inf,0.102206955463237,1.70660504919456,1,-1.89440079172932,0.580739467201388
"S5","Early_Alpha","MAFB","MAFB / WT",2707,807,877,0.904382650021469,0.154487664017468,Inf,0.536757527230864,1.52379414570942,1,-0.588350657595738,0.999285494014546
"S5","Early_Alpha","MEIS1","MEIS1 / WT",2707,2664,877,1.22673983015284,0.168787663246748,Inf,0.805851439364421,1.86745414523343,1,1.48527846618315,0.834573078310243
"S5","Early_Alpha","MEN1","MEN1 / WT",2707,326,877,1.18004189524768,0.245104794627537,Inf,0.625743761430627,2.22534999207356,1,0.797029972262254,0.994751000603628
"S5","Early_Alpha","NCOA5","NCOA5 / WT",2707,1246,877,0.798384596653795,0.127690981575808,Inf,0.489863416458787,1.30121569147156,1,-1.4078374469814,0.87040267129001
"S5","Early_Alpha","NEUROG3","NEUROG3 / WT",2707,938,877,0.0297825516339264,0.0158422054153011,Inf,0.00586706244154091,0.151183047848138,1,-6.60582900440861,1.1852193670947e-09
"S5","Early_Alpha","NKX6-1","(NKX6-1) / WT",2707,784,877,1.41033859530926,0.231908029510495,Inf,0.853533744005632,2.33037647004354,1,2.09098606045106,0.44436505848747
"S5","Early_Alpha","NOTCH1","NOTCH1 / WT",2707,648,877,1.22975708997109,0.209841812724137,Inf,0.730280572375055,2.07085133788481,1,1.21202849509198,0.938541217905025
"S5","Early_Alpha","NOTCH2","NOTCH2 / WT",2707,465,877,0.557351318691947,0.125141966130422,Inf,0.280748062775588,1.10647421526808,1,-2.60348323239644,0.165064283025307
"S5","Early_Alpha","ONECUT1","ONECUT1 / WT",2707,469,877,0.738506581727471,0.153213416451708,Inf,0.391902510926743,1.39165214829854,1,-1.46109921896235,0.846288340800701
"S5","Early_Alpha","PAX6","PAX6 / WT",2707,977,877,0.151149404305704,0.0402046101818381,Inf,0.0670808783705346,0.340576077369976,1,-7.10353259122194,3.65305563576612e-11
"S5","Early_Alpha","PBX2","PBX2 / WT",2707,814,877,1.06953524437319,0.198058963173591,Inf,0.60753690118071,1.88285787535425,1,0.363016413388669,0.999974883374592
"S5","Early_Alpha","PDX1","PDX1 / WT",2707,2078,877,0.847353452078824,0.165802322167616,Inf,0.466155028836229,1.54027700729182,1,-0.846510456636366,0.992332417150821
"S5","Early_Alpha","RFX3","RFX3 / WT",2707,320,877,0.184137902930596,0.0721107844296459,Inf,0.0556819997106607,0.608935876438822,1,-4.3207723307281,0.00044284272977213
"S5","Early_Alpha","RFX7","RFX7 / WT",2707,618,877,0.747165564248508,0.143931466522756,Inf,0.41486525103687,1.3456330194046,1,-1.51304795416162,0.820543851325481
"S5","Early_Alpha","RREB1","RREB1 / WT",2707,640,877,1.79223190172569,0.292266663606175,Inf,1.08916982124447,2.9491224664058,1,3.5778924878964,0.00890750934596629
"S5","Early_Alpha","SIM1","SIM1 / WT",2707,926,877,0.320125400296413,0.0675987742627005,Inf,0.167971949786085,0.610103484810702,1,-5.39412785409701,2.04930358771449e-06
"S5","Early_Alpha","SIX2","SIX2 / WT",2707,828,877,1.0863705709831,0.179371010730791,Inf,0.656112941831374,1.79877722607318,1,0.50173956735769,0.999759013051361
"S5","Early_Alpha","SIX3","SIX3 / WT",2707,713,877,1.11624438471323,0.208587278494599,Inf,0.630818732353614,1.97521326254045,1,0.588498004130483,0.99928428469299
"S5","Early_Beta","CARM1","CARM1 / WT",2121,1085,877,3.55582178041541,0.549212997696845,Inf,2.21857537373894,5.69909351908476,1,8.21332789560668,9.9253938401489e-14
"S5","Early_Beta","CBX4","CBX4 / WT",2121,983,877,1.54841625699682,0.258149098751345,Inf,0.930584373078832,2.57643796123463,1,2.6225856662694,0.15783974477068
"S5","Early_Beta","DPY30","DPY30 / WT",2121,769,877,1.52954326073569,0.267885800807642,Inf,0.8958964772695,2.61135370639281,1,2.42643964574559,0.243472453936746
"S5","Early_Beta","EOMES","EOMES / WT",2121,8,877,3.19685311508599,2.62138120222479,Inf,0.261279482762555,39.1147048033719,1,1.41729747257213,0.866292141778005
"S5","Early_Beta","FEV","FEV / WT",2121,1190,877,0.846522049608652,0.149327049046918,Inf,0.493927950960158,1.45081803749032,1,-0.944548783959929,0.985004533882562
"S5","Early_Beta","GCM1","GCM1 / WT",2121,945,877,1.76089440757886,0.291087817340821,Inf,1.06285334195303,2.91738191173653,1,3.42285901481031,0.0153789564171517
"S5","Early_Beta","HES1","HES1 / WT",2121,314,877,5.11232042231768,0.936515161246034,Inf,2.92173580942095,8.94530573783338,1,8.90699405766035,5.6621374255883e-14
"S5","Early_Beta","HNF1A","HNF1A / WT",2121,645,877,0.85366731712031,0.173874604234591,Inf,0.458280848655346,1.59017748714053,1,-0.776777506124486,0.995544613719245
"S5","Early_Beta","HNF4A","HNF4A / WT",2121,550,877,0.740430251527007,0.164529881783375,Inf,0.37562181903761,1.45954502531562,1,-1.35244090977728,0.89295558508241
"S5","Early_Beta","INSM1","INSM1 / WT",2121,208,877,0.142333424489418,0.0972805045525863,Inf,0.0176508523480911,1.14775214971847,1,-2.85248122169191,0.0883643329075015
"S5","Early_Beta","ISL1","ISL1 / WT",2121,884,877,0.0436249151458981,0.0234952094110871,Inf,0.0084213319889206,0.225989573144799,1,-5.81560118852117,1.80625626455821e-07
"S5","Early_Beta","JMJD6","JMJD6 / WT",2121,103,877,0.568849922741336,0.266298166999612,Inf,0.136167276775557,2.37641702371851,1,-1.20507858920974,0.940378231088857
"S5","Early_Beta","MAFB","MAFB / WT",2121,807,877,0.463762946348387,0.103556118151203,Inf,0.234488244769763,0.917214722712062,1,-3.44110024693696,0.0144436516184191
"S5","Early_Beta","MEIS1","MEIS1 / WT",2121,2664,877,0.933446261368007,0.143547438265438,Inf,0.583600080783905,1.49301199837315,1,-0.447853363746118,0.999890321666756
"S5","Early_Beta","MEN1","MEN1 / WT",2121,326,877,0.554117866071353,0.160331918344994,Inf,0.228991044713502,1.34086732467475,1,-2.04038549191642,0.478940976214628
"S5","Early_Beta","NCOA5","NCOA5 / WT",2121,1246,877,1.48317480902383,0.240756746826094,Inf,0.903414421423069,2.43499269212208,1,2.42836459693169,0.242508242865326
"S5","Early_Beta","NEUROG3","NEUROG3 / WT",2121,938,877,0.0296137358732949,0.0184401802735324,Inf,0.00442148562283975,0.198343594705625,1,-5.65211644183977,4.73173300763463e-07
"S5","Early_Beta","NKX6-1","(NKX6-1) / WT",2121,784,877,0.129676019655044,0.0459915615013086,Inf,0.0438973411189592,0.383072633670575,1,-5.7595629267211,2.52019966007211e-07
"S5","Early_Beta","NOTCH1","NOTCH1 / WT",2121,648,877,1.62496873342745,0.292283183961296,Inf,0.938142089868413,2.81463054811578,1,2.69910756929703,0.131226268278551
"S5","Early_Beta","NOTCH2","NOTCH2 / WT",2121,465,877,0.362403297586697,0.106542794874666,Inf,0.14765550076659,0.889476852672932,1,-3.45249511924261,0.0138856184136047
"S5","Early_Beta","ONECUT1","ONECUT1 / WT",2121,469,877,0.54061197708759,0.138061147366405,Inf,0.247830667087363,1.17927822736936,1,-2.40839142437904,0.252630629563327
"S5","Early_Beta","PAX6","PAX6 / WT",2121,977,877,0.060423274611949,0.0266614346833866,Inf,0.0157016587391768,0.232521428180167,1,-6.36015001531735,6.04028460582384e-09
"S5","Early_Beta","PBX2","PBX2 / WT",2121,814,877,1.54386022747836,0.296816638681112,Inf,0.858228353487542,2.77723800699871,1,2.25889210310689,0.336324907594663
"S5","Early_Beta","PDX1","PDX1 / WT",2121,2078,877,0.181494795547911,0.0473307952027128,Inf,0.0818400727257891,0.402496719685808,1,-6.5438580451316,1.797328064157e-09
"S5","Early_Beta","RFX3","RFX3 / WT",2121,320,877,0.214435771788053,0.0902966967834584,Inf,0.0592613308651944,0.77593094098642,1,-3.65657242162515,0.00667763501971574
"S5","Early_Beta","RFX7","RFX7 / WT",2121,618,877,1.57174104690321,0.289855200292217,Inf,0.894899107416709,2.76050104201307,1,2.45196938816425,0.230882740765049
"S5","Early_Beta","RREB1","RREB1 / WT",2121,640,877,3.99915104216704,0.659494203929392,Inf,2.41677413222648,6.61758533609088,1,8.40515600934828,8.1823436914874e-14
"S5","Early_Beta","SIM1","SIM1 / WT",2121,926,877,0.0297049780055466,0.018428753043932,Inf,0.00446633629881393,0.197563653803752,1,-5.6680878814116,4.31188517890924e-07
"S5","Early_Beta","SIX2","SIX2 / WT",2121,828,877,1.58927213632251,0.272730971239819,Inf,0.940981747728104,2.68420288638895,1,2.69962685302214,0.131058112580448
"S5","Early_Beta","SIX3","SIX3 / WT",2121,713,877,1.80950157133254,0.343613276381057,Inf,1.01318121187707,3.23169823746415,1,3.12306762448839,0.0406408244802923
"S5","Early_Delta","CARM1","CARM1 / WT",775,1085,877,1.48328573065229,0.360415085706666,Inf,0.706211614901902,3.11540692949705,1,1.62257306385749,0.759627113357192
"S5","Early_Delta","CBX4","CBX4 / WT",775,983,877,0.819210077751593,0.227278169448868,Inf,0.351082735744709,1.91152991350098,1,-0.718778011061386,0.997299644941817
"S5","Early_Delta","DPY30","DPY30 / WT",775,769,877,0.765038167603402,0.231222523595463,Inf,0.303949839498025,1.92559206103405,1,-0.886158615167701,0.989821250739011
"S5","Early_Delta","EOMES","EOMES / WT",775,8,877,0.462229040214391,0.875576115006723,Inf,0.0014202394956896,150.436377995372,1,-0.40738859679831,0.999943426249726
"S5","Early_Delta","FEV","FEV / WT",775,1190,877,1.24265736370231,0.30476874368109,Inf,0.587555234265429,2.62817388648432,1,0.885819017130397,0.989845187034531
"S5","Early_Delta","GCM1","GCM1 / WT",775,945,877,0.631365857920302,0.189571940012145,Inf,0.252363045801693,1.57956108542404,1,-1.53158783340145,0.810844326503078
"S5","Early_Delta","HES1","HES1 / WT",775,314,877,2.26554561868074,0.668241869799082,Inf,0.92033341184955,5.57699729710843,1,2.77264667357506,0.109014029458919
"S5","Early_Delta","HNF1A","HNF1A / WT",775,645,877,0.678631762350792,0.224656755201046,Inf,0.246912903485617,1.86519644121462,1,-1.17107393005128,0.948824364629537
"S5","Early_Delta","HNF4A","HNF4A / WT",775,550,877,0.290213518108934,0.137655273565824,Inf,0.0681683256135468,1.235528162605,1,-2.60821300803496,0.163253470042024
"S5","Early_Delta","INSM1","INSM1 / WT",775,208,877,1.22146828038847,0.613255935544712,Inf,0.263604468900938,5.65993727729955,1,0.398461989359123,0.999951575772058
"S5","Early_Delta","ISL1","ISL1 / WT",775,884,877,0.522870183380145,0.169182563780881,Inf,0.194635870420459,1.40463948437353,1,-2.00399234057222,0.504151723296691
"S5","Early_Delta","JMJD6","JMJD6 / WT",775,103,877,0.105481495641751,0.147037921250442,Inf,0.00149362296284539,7.44923330692832,1,-1.61353656251228,0.764966904784542
"S5","Early_Delta","MAFB","MAFB / WT",775,807,877,1.21009276411177,0.32302155932203,Inf,0.535494357113198,2.73452834433161,1,0.714382922324705,0.997405438260565
"S5","Early_Delta","MEIS1","MEIS1 / WT",775,2664,877,0.871039452173235,0.198110752725534,Inf,0.434873702797772,1.74466683628159,1,-0.607047726100598,0.999117840423936
"S5","Early_Delta","MEN1","MEN1 / WT",775,326,877,0.284641152300099,0.168178198567288,Inf,0.046839720224567,1.72974102309505,1,-2.12666691353439,0.420434926119852
"S5","Early_Delta","NCOA5","NCOA5 / WT",775,1246,877,0.447592115486248,0.13669881112112,Inf,0.176113627778661,1.137553659943,1,-2.63211637982849,0.154323223510716
"S5","Early_Delta","NEUROG3","NEUROG3 / WT",775,938,877,0.0752577113309665,0.0496565792927657,Inf,0.0100317559832701,0.564579433971524,1,-3.92051622942408,0.00241012700547927
"S5","Early_Delta","NKX6-1","(NKX6-1) / WT",775,784,877,1.79038757636986,0.454072294610371,Inf,0.825190723029557,3.88454157828037,1,2.29650485893205,0.314010587059423
